data,stayingpower,texture,smell,price,others,colour,shipping,packing,processed_data
Màu xinh xỉu,-1,-1,-1,-1,-1,2,-1,-1,màu xinh xỉu
Sản phẩm đẹp và đóng gói hàng đẹp giao hàng hơi lâu nma sẽ ủng hộ tiếp ạ,-1,-1,-1,-1,-1,-1,0,2,sản phẩm đẹp và đóng gói hàng đẹp giao hàng hơi lâu nma sẽ ủng hộ tiếp ạ
"Son xinh xỉu cả nhà ạ, vote nên mua nha, màu đẹp, chất mịn 😍😍😍😍😍",-1,2,-1,-1,-1,2,-1,-1,son xinh xỉu cả nhà vote nên mua nha màu đẹp chất mịn
"Thời gian giao hàng nhanh 
Chất lượng sản phẩm ok
Đóng gói cẩn thận",-1,-1,-1,-1,-1,-1,2,2,thời gian giao hàng nhanh chất lượng sản phẩm ok đóng gói cẩn thận
"Shop quá chu đáo, sản phẩm oke, shipper thân thiện, giao hàng nhanh hơn mình nghĩ. son lên màu đẹp lắm nha mọi người. Great!",-1,-1,-1,-1,-1,2,2,-1,shop quá chu đáo sản phẩm oke shipper thân thiện giao hàng nhanh hơn mình nghĩ son lên màu đẹp lắm nha mọi người great
Tình hình dịch bệnh căng thẳng nhưng shop vẫn đóng gói và giao hàng rất nhanh,-1,-1,-1,-1,-1,-1,2,1,tình hình dịch bệnh căng thẳng nhưng shop vẫn đóng gói và giao hàng rất nhanh
"Màu cực xinh và hợp với mình, son lì và dễ đánh , giá thành rẻ, cám ơn shop",2,-1,-1,2,-1,2,-1,-1,màu cực xinh và hợp với mình son lì và dễ đánh giá thành rẻ cám ơn shop
"Mùa dịch nhưng giao hàng rất nhanh, shop giao đủ hàng và đóng gói cẩn thận",-1,-1,-1,-1,-1,-1,2,2,mùa dịch nhưng giao hàng rất nhanh shop giao đủ hàng và đóng gói cẩn thận
đóng gói hàng siêuuu oke luôn mng uiii son cũng chất lượng nữa nên mua nha,-1,-1,-1,-1,-1,-1,-1,2,đóng gói hàng siêuuu oke luôn mng son cũng chất lượng nữa nên mua nha
The kids are going out and have to go to get the first and get the first kids and then I have to go to get the first person tueoo,-1,-1,-1,-1,1,-1,-1,-1,the kids are going out and have to go to get the first and get the first kids and then i have to go to get the first person tueoo
"Đẹp từ hộp đến cây son, mỗi cái là không được lì cho lắm, nói chung là tạm ổn",0,-1,-1,-1,-1,-1,-1,-1,đẹp từ hộp đến cây son mỗi cái là không được lì cho lắm nói chung là tạm ổn
"hàng đúng như hình, đẹp lắm, đáng mua, hình ảnh mang tính chất nhận xu",-1,-1,-1,-1,1,-1,-1,-1,hàng đúng như hình đẹp lắm đáng mua hình ảnh mang tính chất nhận xu
"son lì đẹp nè , thon gọn , theo mình thấy màu 06 đẹp nhất í mn . nên mua nhoa 😚",2,-1,-1,-1,-1,2,-1,-1,son lì đẹp nè thon gọn theo mình thấy màu đẹp nhất í mn nên mua nhoa
"Sản phẩm chất lượng, đóng gói cẩn thận, giao hàng nhạn chóng.",-1,-1,-1,-1,-1,-1,2,2,sản phẩm chất lượng đóng gói cẩn thận giao hàng nhạn chóng
"Công dụng: son môi tốt
Kết cấu: vỏ đẹp
Giao hàng nhanh. Vỏ đẹp xỉu. Gghhhhhhgggghh dùng ok sẽ tiếp tục ủng hộ shop.",-1,1,-1,-1,-1,-1,2,-1,công dụng son môi tốt kết cấu vỏ đẹp giao hàng nhanh vỏ đẹp xỉu dùng ok sẽ tiếp tục ủng hộ shop
Màu son giống ảnh swatch của hãng hợp diện Tết lứm. Nên muaa. Mỗi tội đợt này giao hàng lâu 12 ngày son mới về tay. Bthg có 5-7 ngày thui,-1,-1,-1,-1,-1,2,0,-1,màu son giống ảnh swatch của hãng hợp diện tết lứm nên muaa mỗi tội đợt này giao hàng lâu ngày son mới về tay bthg có 5 7 ngày thui
Thơm còn lại zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,-1,-1,2,-1,-1,-1,-1,-1,thơm còn lại
"Ta nói từ cái vỏ son đến cây son chất lượng như nhau >< màu lên chuẩn đánh lên mềm mịn môi ko bị vón cục đánh lòng môi siêu xinh luôn
Rất đáng tiền nên mua nha mn ơi!!!
Hàng giao hơi lâu nhưng bù lại anh shipper thân thiện vô cùng nên đánh giá 5 sao luôn nha!!!
*Video chỉ mang tính chất nhận su ạ*@@",-1,2,-1,2,-1,2,2,-1,ta nói từ cái vỏ son đến cây son chất lượng như nhau màu lên chuẩn đánh lên mềm mịn môi ko bị vón cục đánh lòng môi siêu xinh luôn rất đáng tiền nên mua nha mn ơi hàng giao hơi lâu nhưng bù lại anh shipper thân thiện vô cùng nên đánh giá sao luôn nha video chỉ mang tính chất nhận su ạ
"Shop ship hơi nhanh thui nha chứ chưa có nhanh lắm, màu đánh lên môi mình cũng rất xinh luôn , nhưng trừ một sao vì lúc mình mở son ra thì kiểu giống như bị Sài rồi rùi á hơi bùn",-1,-1,-1,-1,-1,2,2,-1,shop ship hơi nhanh thui nha chứ chưa có nhanh lắm màu đánh lên môi mình cũng rất xinh luôn nhưng trừ một sao vì lúc mình mở son ra thì kiểu giống như bị sài rồi rùi á hơi bùn
Chất lương sản phẩm tuyệt vời đóng gói sản phẩm nhanh thái độ khách hàng tốt giao hàng nhanh,-1,-1,-1,-1,-1,-1,2,2,chất lương sản phẩm tuyệt vời đóng gói sản phẩm nhanh thái độ khách hàng tốt giao hàng nhanh
"Son đẹp, đánh mướt, màu okla, bao thíchhhhh 
Đóng gói chắc chắn",-1,2,-1,-1,-1,2,-1,2,son đẹp đánh mướt màu okla bao đóng gói chắc chắn
Đây là cây thứ 3 mà mình mua của bbia màu 25 mua đi mua lại nhiều lần như thế mọi người cũng biết mình thích em nó như nào sau khi dùng qua nhiều loại thì mình thích chất của bbia nhất mướt môi bôi trong hoàn cảnh nào cũng không bị loang môi màu 25 thì xịn phải bàn màu quá xuất sắc ship nhanh,-1,2,-1,-1,-1,2,2,-1,đây là cây thứ mà mình mua của bbia màu mua đi mua lại nhiều lần như thế mọi người cũng biết mình thích em nó như nào sau khi dùng qua nhiều loại thì mình thích chất của bbia nhất mướt môi bôi trong hoàn cảnh nào cũng không bị loang môi màu thì xịn phải bàn màu quá xuất sắc ship nhanh
"màu 403 đậm hơn màu 404 chất khô, mỗi làn lấy ra đượt xĩu. Trên hình là mix giữa 2 son màu 404 với màu 02",-1,-1,-1,-1,-1,1,-1,-1,màu 403 đậm hơn màu 404 chất khô mỗi làn lấy ra đượt xĩu trên hình là mix giữa son màu 404 với màu
Jdjxnxndndbdndndndndbxbxbxbxbxbxbxbxbxbxnxnxndndndndndndndndnd,-1,-1,-1,-1,1,-1,-1,-1,
"Son có mùi thơm, lên màu tốt. Nên mua 501 là màu đỏ hồng đất dễ dùng. Hơi lộ rãnh môi",-1,-1,2,-1,-1,2,-1,-1,son có mùi thơm lên màu tốt nên mua 501 là màu đỏ hồng đất dễ dùng hơi lộ rãnh môi
Màu son đẹp chất cũng ưng cái bụng son đẹp lắm mn nên mua nhaaaaaaaaaaaa,-1,2,-1,-1,-1,2,-1,-1,màu son đẹp chất cũng ưng cái bụng son đẹp lắm mn nên mua
Son okla lắm nha mn. Màu lên đẹp lắm á nhma ship hơi lâu thuii,-1,-1,-1,-1,-1,2,0,-1,son okla lắm nha mn màu lên đẹp lắm á nhma ship hơi lâu thuii
Đẹp lắm nha mọi nggggg nên muaaaaaaaaaaaaaaa 😍😍😍😍😍😍😍😍😍😍😍😍,-1,-1,-1,-1,1,-1,-1,-1,đẹp lắm nha mọi nên
NAN,-1,-1,-1,-1,1,-1,-1,-1,nan
"Son mướt, giao hàng nhanh, đóng gói đẹp nhg với mk thì màu hơi tươi.",-1,2,-1,-1,-1,0,2,2,son mướt giao hàng nhanh đóng gói đẹp nhg với mk thì màu hơi tươi
"Lên màu đẹp, chất son mịn, lâu trôi, có mùi thơm nhẹ dễ chịu ::3",2,2,2,-1,-1,2,-1,-1,lên màu đẹp chất son mịn lâu trôi có mùi thơm nhẹ dễ chịu 3
"Chất son mướt mịn, ko bị khô môi tuy nhiên với một đứa môi base hồng như mình thì son lên môi ko nhiều ánh nâu lắm, giống hồng đất hơn. Nhưng mà ncl đáng tiền, mình mua đợt 10/10 có 130k",-1,2,-1,2,-1,1,-1,-1,chất son mướt mịn ko bị khô môi tuy nhiên với một đứa môi base hồng như mình thì son lên môi ko nhiều ánh nâu lắm giống hồng đất hơn nhưng mà ncl đáng tiền mình mua đợt có 130 k
"Sản phẩm rất okela, thơm nữa, phải đợi hơi lâu nhưng được sản phẩm khá ưng nên không sao",-1,-1,2,-1,-1,-1,-1,-1,sản phẩm rất okela thơm nữa phải đợi hơi lâu nhưng được sản phẩm khá ưng nên không sao
"Son đẹp dã man con vịt luôn nhá, nên mua nha các you. Xỉu up xỉu down",-1,-1,-1,-1,1,-1,-1,-1,son đẹp dã man con vịt luôn nhá nên mua nha các you xỉu up xỉu down
NAN,-1,-1,-1,-1,1,-1,-1,-1,nan
"Sản phẩm tuyệt vời , màu sắc đẹp dễ dùng, giao hàng đúng ngày.......... Nói chung là rất đáng để mua 😁",-1,-1,-1,-1,-1,2,2,-1,sản phẩm tuyệt vời màu sắc đẹp dễ dùng giao hàng đúng nói chung là rất đáng để mua
"Son chất lượng lắm mn màu sơn lên môi màu rất đẹp màu đúng ý mình😳
Mình hay bị khô môi mà dùng son này thấy đỡ hơn á 
Son cầm chắc tay lắm aa vỏ siêu xinh nữa",-1,2,-1,-1,-1,2,-1,-1,son chất lượng lắm mn màu sơn lên môi màu rất đẹp màu đúng ý mình mình hay bị khô môi mà dùng son này thấy đỡ hơn á son cầm chắc tay lắm aa vỏ siêu xinh nữa
màu son đẹp giá tiền phù hợp đáng nên mua nha mọi người cho 10 điểm,-1,-1,-1,2,-1,2,-1,-1,màu son đẹp giá tiền phù hợp đáng nên mua nha mọi người cho điểm
Shop đóng gói sản phẩm ổn hình ảnh chỉ mang tính chất minh họa đăng lên để lấy xu thank,-1,-1,-1,-1,-1,-1,-1,2,shop đóng gói sản phẩm ổn hình ảnh chỉ mang tính chất minh họa đăng lên để lấy xu thank
Thơm đẹp kskjshnshsgsnjshshsjjshdjskshsjsjjshshssjjsjsjs,-1,-1,2,-1,-1,-1,-1,-1,thơm đẹp
màu son đẹp nhưng mình cảm giác k bám lên môi cho lắm.son thơm mùi cafe vch luôn. mình màu mua là 301,-1,-1,2,-1,-1,2,-1,-1,màu son đẹp nhưng mình cảm giác k bám lên môi cho lắm son thơm mùi cafe vch luôn mình màu mua là 301
"Son lên đỏ hơn hình ấy chất son ok đánh lên mướt nhưng lộ vân môi, dễ trôi x n lần",0,2,-1,-1,-1,1,-1,-1,son lên đỏ hơn hình ấy chất son ok đánh lên mướt nhưng lộ vân môi dễ trôi x n lần
"Bạn ơi, đăng ký App MBBank để có ngay 30.000VND và cơ hội kiếm thêm hàng chục triệu đồng khi giới thiệu bạn bè - Miễn phí chuyển khoản trọn đời và lựa chọn tài khoản Số đẹp miễn phí  theo link sau:  https://mobile.mbbank.com.vn/referral/referred.html?referral_code=PSM8GL70TPL3L2QABG84",-1,-1,-1,-1,1,-1,-1,-1,bạn ơi đăng ký app mbbank để có ngay và cơ hội kiếm thêm hàng chục triệu đồng khi giới thiệu bạn bè miễn phí chuyển khoản trọn đời và lựa chọn tài khoản số đẹp miễn phí theo link sau
Gói hàng tốt k gãy vỡ dịch nên giao hàng lâuu  thái độ shop tốttt,-1,-1,-1,-1,-1,-1,0,2,gói hàng tốt k gãy vỡ dịch nên giao hàng lâuu thái độ shop
"Công dụng: màu hơi nhạt hơn so với hình.
Kết cấu: đúng kiểu dạng đất sét luôn. màu lì nhưng rất dễ tán. mịn như nhung
Độ bền màu: Son khá lì và bền màu. sau khi ăn uống xong vẫn để lại một lớp mỏng hồng nhẹ",2,2,-1,-1,-1,0,-1,-1,công dụng màu hơi nhạt hơn so với hình kết cấu đúng kiểu dạng đất sét luôn màu lì nhưng rất dễ tán mịn như nhung bền màu son khá lì và bền màu sau khi ăn uống xong vẫn để lại một lớp mỏng hồng nhẹ
"Giá rẻ, chất son mềm mướt, mùi khá thơm. Giao hàng nước ngoài nhưng khá nhanh, k đến 1 tuần. Rất ưng",-1,2,2,2,-1,-1,2,-1,giá rẻ chất son mềm mướt mùi khá thơm giao hàng nước ngoài nhưng khá nhanh k đến tuần rất ưng
"son thơm mùi socola, lên màu cũng đẹp ạ, chỉ là đợi hơi lấu xí",-1,-1,2,-1,-1,2,-1,-1,son thơm mùi socola lên màu cũng đẹp chỉ là đợi hơi lấu xí
"Công dụng: son môi
Kết cấu: tròn
Độ bền màu: lên màu đẹp lắm
giao hàng đúm nhanh, cây son chất lượng đẹp xỉu, rẻ,đáng tiền mua nữa, sẽ mua lần nữa nhaaa",1,1,-1,2,-1,2,2,-1,công dụng son môi kết cấu tròn bền màu lên màu đẹp lắm giao hàng đúm nhanh cây son chất lượng đẹp xỉu rẻ đáng tiền mua nữa sẽ mua lần nữa nhaaa
Vuvouvoh lohcogcigxig gj hộ ljbbpjvohvohvohvohvohvhovkhvkhv,-1,-1,-1,-1,1,-1,-1,-1,vuvouvoh lohcogcigxig gj hộ
Hình ảnh và video mang tính chất nhậnn xuuuuuuuuuuuuuuuuuuuuuuu,-1,-1,-1,-1,1,-1,-1,-1,hình ảnh và video mang tính chất nhậnn
"Màu đẹp , giao hàng nhanh , sản phẩm châtd lượng , chất son bột",-1,0,-1,-1,-1,2,2,-1,màu đẹp giao hàng nhanh sản phẩm châtd lượng chất son bột
"Shop giao đủ sản phẩm và đúng màu mình đặt, hai màu v17, v18 đều rất đẹp",-1,-1,-1,-1,-1,2,1,-1,shop giao đủ sản phẩm và đúng màu mình đặt hai màu v17 v18 đều rất đẹp
"Giao hàng nhanh, đóng gói cẩn thận. Bông tẩy trang hơi bé so với tưởng tượng nhưng mềm, son chất lượng tốt",-1,-1,-1,-1,-1,-1,2,2,giao hàng nhanh đóng gói cẩn thận bông tẩy trang hơi bé so với tưởng tượng nhưng mềm son chất lượng tốt
Hình ảnh mang tính chất minh hoạ lấy xu 😆 son đẹp nên muaa ạ,-1,-1,-1,-1,1,-1,-1,-1,hình ảnh mang tính chất minh hoạ lấy xu son đẹp nên muaa ạ
Hộp phấn mắt màu nude mà mình chờ mãi mới được giao. Phấn mắt hàn thì không pigment như hàng âu mỹ nhưng màu nhẹ nhàng nàng thơ thì romand đáp ứng được nhu cầu của các nàng nhé!,-1,-1,-1,-1,1,-1,-1,-1,hộp phấn mắt màu nude mà mình chờ mãi mới được giao phấn mắt hàn thì không pigment như hàng âu mỹ nhưng màu nhẹ nhàng nàng thơ thì romand đáp ứng được nhu cầu của các nàng nhé
Nhức nách lun mng ạ son sale nhưng sịn lắm với giá ntn thì quá ư tuyệt vời r mùi còn thơm nữa nhưng ăn uống thì cẩn thận 1 chút,-1,-1,2,2,-1,-1,-1,-1,nhức nách lun mng ạ son sale nhưng sịn lắm với giá ntn thì quá ư tuyệt vời r mùi còn thơm nữa nhưng ăn uống thì cẩn thận chút
"Màu xinkk xỉuuu
Lên đúng màu
Bám lâu
10 điểmmmnnnnnnnnnmmmmmmmnmmmmmmmm",2,-1,-1,-1,-1,2,-1,-1,màu xinkk xỉuuu lên đúng màu bám lâu
Hàng chất lượng. Mịn,-1,2,-1,-1,-1,-1,-1,-1,hàng chất lượng mịn
Màu đẹp lắm ạ. Mùi như cherry ấy. Thơm lắm thật ra k lì lắm đâu ạ.,0,-1,2,-1,-1,2,-1,-1,màu đẹp lắm mùi như cherry ấy thơm lắm thật ra k lì lắm đâu
Vỏ hộp ko bị móp . Nói chung rất hài lòng yên tâm khi đặt son cua shopee mall ❤️,-1,-1,-1,-1,1,-1,-1,-1,vỏ hộp ko bị móp nói chung rất hài lòng yên tâm khi đặt son cua shopee mall
Giao hàng nhanh hơn mình nghĩ nhiều. 6 ngày là đã giao hàng nhưng gói chưa cẩn thận lắm,-1,-1,-1,-1,-1,-1,2,0,giao hàng nhanh hơn mình nghĩ nhiều ngày là đã giao hàng nhưng gói chưa cẩn thận lắm
Đónggggg góiiiii sảnnn phẩmmm đẹppp vàaa chắccc chắnnnnn,-1,-1,-1,-1,-1,-1,-1,2,sảnnn phẩmmm đẹppp vàaa chắccc
Màu son phải nói là quá đỉnhhh với cực đẹp không hề bị khô môi luônnn ưng quá xá,-1,2,-1,-1,-1,2,-1,-1,màu son phải nói là quá đỉnhhh với cực đẹp không hề bị khô môi luônnn ưng quá xá
Hơn 1 tháng mới nhận được hàng còn mu đồ của shop rồi nên không có gì,-1,-1,-1,-1,-1,-1,0,-1,hơn tháng mới nhận được hàng còn mu đồ của shop rồi nên không có gì
Hàng giao khá nhanh. Thanks shop nhiều ạ. Giao đủ và đúng hàng mình đã chọn ạ.,-1,-1,-1,-1,-1,-1,2,-1,hàng giao khá nhanh thanks shop nhiều giao đủ và đúng hàng mình đã chọn
"mầu này hơi trầm, phù hợp với makeup chứ k dùng cho mặt mộc được.
chất son lâu khô, dễ trôi. quệt nhẹ 1 cái là trôi hết.",0,0,-1,-1,-1,1,-1,-1,mầu này hơi trầm phù hợp với makeup chứ k dùng cho mặt mộc được chất son lâu khô dễ trôi quệt nhẹ cái là trôi hết
"Son chất lượng tuyệt vời, mặc dù đồ nội địa nhưng rất oki, mình đã quay lại mua lần nàyyyyyyyyyy",-1,2,-1,-1,-1,-1,-1,-1,son chất lượng tuyệt vời mặc dù đồ nội địa nhưng rất oki mình đã quay lại mua lần
"Sản phẩm đóng gói cẩn thận , từ màu son tới kem phấn phải gọi là chuẩn , rẻ mà xài tốt vl các bác",-1,-1,-1,2,-1,2,-1,2,sản phẩm đóng gói cẩn thận từ màu son tới kem phấn phải gọi là chuẩn rẻ mà xài tốt vl các bác
"Chất son mịn, mùi thơm nhẹ hok quá gắt, son bám hok lì lắm, tạm ổn. Nhưng màu 908 này hok giống hình, mình đánh lên môi 1 lớp mỏng mà trông đậm lắm luôn 🥺. Kiểu này phải mix vs màu son khác mới xài ok, vì màu khá đậm nên hok ưng ý lắm. Bù lại cách gói hàng của shop mình rất ưng, vẫn cho 5 sao ❤️..",1,2,2,-1,-1,0,-1,2,chất son mịn mùi thơm nhẹ hok quá gắt son bám hok lì lắm tạm ổn nhưng màu 908 này hok giống hình mình đánh lên môi lớp mỏng mà trông đậm lắm luôn kiểu này phải mix vs màu son khác mới xài ok vì màu khá đậm nên hok ưng ý lắm bù lại cách gói hàng của shop mình rất ưng vẫn cho sao
"Son xinh khỏi bàn 
Có mùi socola nhaa mnnn 
Nên mua lắm mua lẹ nhaaa",-1,-1,2,-1,-1,-1,-1,-1,son xinh khỏi bàn có mùi socola nhaa nên mua lắm mua lẹ nhaaa
"Mua tặng nhma màu toẹt zời lắm à, bsau phải mua cho bản thân 1c mới được🥺",-1,-1,-1,-1,-1,2,-1,-1,mua tặng nhma màu toẹt zời lắm bsau phải mua cho bản thân mới được
"Màu lên đẹp, mềm môi, chất mịn, không làm khô môi. Giao hàng tương đối nhanh.",-1,2,-1,-1,-1,2,2,-1,màu lên đẹp mềm môi chất mịn không làm khô môi giao hàng tương đối nhanh
"Sản phẩm đóng gói cẩn thận, đẹp, y như hình❤️ hài lòng với sản phẩm",-1,-1,-1,-1,-1,-1,-1,2,sản phẩm đóng gói cẩn thận đẹp y như hình hài lòng với sản phẩm
Shop giao đủ hàng. Màu đẹp rất thích. Chất son khá mịn. Shop đóng gói và bảo vệ sản phẩm đẹp chắc chắn. Sẽ tiếp tục ủng hộ shop ạ,-1,2,-1,-1,-1,2,1,2,shop giao đủ hàng màu đẹp rất thích chất son khá mịn shop đóng gói và bảo vệ sản phẩm đẹp chắc chắn sẽ tiếp tục ủng hộ shop ạ
"Công dụng: lên môi màu đẹp
Kết cấu: ....................................
Độ bền màu: ok
Okkkk",2,1,-1,-1,-1,2,-1,-1,công dụng lên môi màu đẹp kết cấu bền màu ok
niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,-1,-1,-1,-1,1,-1,-1,-1,
"Công dụng: đánh lên môi
Kết cấu: son kem
Độ bền màu: tốt
Bên ngoài vỏ son thì xịn xò bên trong thì đánh n hơi bị khô môi nhé n k đc mướt moi",2,1,-1,-1,-1,-1,-1,-1,công dụng đánh lên môi kết cấu son kem bền màu tốt bên ngoài vỏ son thì xịn xò bên trong thì đánh n hơi bị khô môi nhé n k đc mướt moi
"Rất chất rất đáng tiền
Sẽ ghé shop lần sau
Gói hàng cũng kỹ ạ kkk",-1,-1,-1,2,-1,-1,-1,2,rất chất rất đáng tiền sẽ ghé shop lần sau gói hàng cũng kỹ ạ
Hình hong liên quan nhưng đồ của shop chất lượng khỏi bàn lun nha mng,-1,-1,-1,-1,1,-1,-1,-1,hình hong liên quan nhưng đồ của shop chất lượng khỏi bàn lun nha mng
Nhận hàng nhanh. Đóng gói sp chắc chắn. Chất lượng hàng phù hợp với giá tiền. Nếu cần sẽ ghé shop mua thêm. Mình ko ở nhà nên không có ảnh. Sorry shop.,-1,-1,-1,2,-1,-1,2,2,nhận hàng nhanh đóng gói sp chắc chắn chất lượng hàng phù hợp với giá tiền nếu cần sẽ ghé shop mua thêm mình ko ở nhà nên không có ảnh sorry shop
"Màu son đẹp lắm ạ, chất mềm thơm:33 nên mua, nhưng chất lên mỗi sẽ thấy hơi nặng",-1,0,2,-1,-1,2,-1,-1,màu son đẹp lắm chất mềm thơm 33 nên mua nhưng chất lên mỗi sẽ thấy hơi nặng
"Video chỉ mang tính chất nhận xu nhưng màu son và chất son của Final Note 25 chưa bao giờ khiến mình thôi mê em nó. Đây là thỏi thứ 3 mình mua rồi, lên màu chuẩn, đẹp, không kén da và bám lâu. Đáng tiền.",-1,2,-1,2,-1,2,-1,-1,video chỉ mang tính chất nhận xu nhưng màu son và chất son của final note chưa bao giờ khiến mình thôi mê em nó đây là thỏi thứ mình mua rồi lên màu chuẩn đẹp không kén da và bám lâu đáng tiền
"Son thơm, màu tất nhiên sẽ không thể lên được giống hình nhưng vẫn rất ok. Ship đủ và đúng màu, đóng gói ổn",-1,-1,2,-1,-1,2,1,2,son thơm màu tất nhiên sẽ không thể lên được giống hình nhưng vẫn rất ok ship đủ và đúng màu đóng gói ổn
Jdsixwva KN combi xe gì xe có xe có xe uhm ex cho ad nó em bố đẻ in ex IV ác,-1,-1,-1,-1,1,-1,-1,-1,jdsixwva kn combi xe gì xe có xe có xe uhm ex cho ad nó em bố đẻ in ex iv ác
"Lần thứ 2 mua của shop xuất sắc luôn
Sẽ ủng hộ shop nhiều hơn 👏👏👏",-1,-1,-1,-1,1,-1,-1,-1,lần thứ mua của shop xuất sắc luôn sẽ ủng hộ shop nhiều hơn
"K nghĩ hơn 100k có thể mua đc 2 thỏi son đẹp ntn , đánh lên rất mềm môi nha",-1,2,-1,2,-1,-1,-1,-1,k nghĩ hơn 100 k có thể mua đc thỏi son đẹp ntn đánh lên rất mềm môi nha
"Son xinh lắm 
Cầm chắc tay
Màu v17 v18 siêu đẹp luôn.oooooooooooo",-1,-1,-1,-1,-1,2,-1,-1,son xinh lắm cầm chắc tay màu v17 v18 siêu đẹp
"Giao hàng nhanh, đóng gói ổn. Về chỉ kẻ rất mượt, cũng khá bám, son hương cam nhẹ, lì",2,-1,2,-1,-1,-1,2,2,giao hàng nhanh đóng gói ổn về chỉ kẻ rất mượt cũng khá bám son hương cam nhẹ lì
Son đẹp . Co dip on ho nua ne cam on shop 🥰🥰🥰🥰🥰🥰🥰🥰😋hhhhhhhhjjhh,-1,-1,-1,-1,1,-1,-1,-1,son đẹp co dip on ho nua ne cam on shop
"Giao hàng khá ổn, đóng gói chắc chắn, son nhận được rất đẹp!!!",-1,-1,-1,-1,-1,-1,2,2,giao hàng khá ổn đóng gói chắc chắn son nhận được rất đẹp
Bssnnssnshhshshshahajasjjsjsjsjsnsnsksjsjjhgghjjhh,-1,-1,-1,-1,1,-1,-1,-1,
"Son lên màu xiêu đẹp nha , mình mua cây thứ 3 rồi, bị mất 1 cây , , ưng gì đâu nó ưng lun .....",-1,-1,-1,-1,-1,2,-1,-1,son lên màu xiêu đẹp nha mình mua cây thứ rồi bị mất cây ưng gì đâu nó ưng lun
"son đẹp thơm, khỏi bản 💯💯 mỗi tội dùng đến gần hết thì hơi khô . mua lúc flash sale nên giá siêu hời",-1,0,2,2,-1,-1,-1,-1,son đẹp thơm khỏi bản mỗi tội dùng đến gần hết thì hơi khô mua lúc flash sale nên giá siêu hời
"Shop chuẩn bị hàng nhanh
Son có vỏ rất đẹp màu son thiên cam đánh lên khá xinh ạ",-1,-1,-1,-1,-1,2,-1,-1,shop chuẩn bị hàng nhanh son có vỏ rất đẹp màu son thiên cam đánh lên khá xinh ạ
"Tr đắc cơi ta nói nó ưng màu 502 thặc sự lun áaa, màu xinh mà ko quá đậm phù hợp đánh đi học lun, 402 cũng đc, màu đỏ trầm cá tính quá là quen thuộc r",-1,-1,-1,-1,-1,2,-1,-1,tr đắc cơi ta nói nó ưng màu 502 thặc sự lun áaa màu xinh mà ko quá đậm phù hợp đánh đi học lun 402 cũng đc màu đỏ trầm cá tính quá là quen thuộc r
"Hình ảnh mang tình chất nhận xu, chất lượng sp quá đỉnh so với giá tiền",-1,-1,-1,2,-1,-1,-1,-1,hình ảnh mang tình chất nhận xu chất lượng sp quá đỉnh so với giá tiền
😍😍Máy Uốn Tóc Dâu Tây My Favorite Strawberry🍓🍓🌱🌱Giá sỉ 51kKHÔNG PHẢI CỰC KHỔ LÀM TÓC NỮAchị em sắm ngay 1 em về mà xài cho tiện không cần lo ngại không biết uốn tóc nữa nhá 🎀 Thanh trục uốn được ưu ái thiết kế dài hơn so với cái dòng m,-1,-1,-1,-1,1,-1,-1,-1,ma y uo n to c da u ta y my favorite strawberrygia si 51 kkho ng pha i cu c kho la m to c nu achi em sa m ngay em ve ma xa i cho tie n kho ng ca n lo nga i kho ng bie t uo n to c nu a nha thanh tru c uo n đu o c u u a i thie t ke da i ho n so vo i ca i do ng m
"Màu xinh , giá cả hợp lí, bao bì cũng xinh, mỗi tội son hơi khô nên đánh thêm dưỡng nha",-1,0,-1,2,-1,2,-1,-1,màu xinh giá cả hợp lí bao bì cũng xinh mỗi tội son hơi khô nên đánh thêm dưỡng nha
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",-1,-1,-1,-1,1,-1,-1,-1,sản phẩm rất xinh đẹp tuyệt vời tôi không thể trông đợi gì hơn cảm ơn nhà cung cấp nhà sản xuất cảm ơn người bán hàng cảm ơn sàn thương mại điện tử cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này
"Mình mua ver này ở shop lần 2 rồi, cả 2 lần mình đều ưng 🤩 son thơm, màu đẹp, đóng gói cẩn thận với cả giao hàng nhanh nữa, rất đáng mua nhe mng 💖",-1,-1,2,-1,-1,2,2,2,mình mua ver này ở shop lần rồi cả lần mình đều ưng son thơm màu đẹp đóng gói cẩn thận với cả giao hàng nhanh nữa rất đáng mua nhe mng
Chất lượng sản phẩm tuyệt vời rất đáng để mua giao sản phẩm tuyệt vời,-1,-1,-1,-1,1,-1,-1,-1,chất lượng sản phẩm tuyệt vời rất đáng để mua giao sản phẩm tuyệt vời
Kh bt màu nào là đỏ cam nên lấy màu này mà cũng được chất son mềm lì ♥️,2,2,-1,-1,-1,2,-1,-1,kh bt màu nào là đỏ cam nên lấy màu này mà cũng được chất son mềm lì
